Word	Org	Score	Deviation	Std	PoS
カラオケ	カラオケ	1.37	67.8	0.66	名詞
荻窪	荻窪	1.37	67.8	0.95	名詞
キリン	キリン	1.37	67.8	0.95	名詞
鯨	鯨	1.37	67.8	0.75	名詞
北京	北京	1.37	67.8	0.66	名詞
スパッツ	スパッツ	1.37	67.8	0.84	名詞
鉄	鉄	1.37	67.8	0.75	名詞
豚肉	豚肉	1.37	67.8	0.71	名詞
岐阜	岐阜	1.37	67.8	0.71	名詞
レストラン	レストラン	1.37	67.8	0.84	名詞
タクシー	タクシー	1.37	67.8	0.6	名詞
小沢幹事長	小沢幹事長	1.37	67.8	0.66	名詞
電子辞書	電子辞書	1.37	67.8	0.71	名詞
ジャスコ	ジャスコ	1.37	67.8	0.71	名詞
ヘルメット	ヘルメット	1.37	67.8	0.71	名詞
鶏肉	鶏肉	1.37	67.8	0.66	名詞
秋田	秋田	1.37	67.8	0.71	名詞
七味	七味	1.37	67.8	0.71	名詞
液晶テレビ	液晶テレビ	1.37	67.8	0.66	名詞
裁判官	裁判官	1.37	67.8	0.55	名詞
ワカメ	ワカメ	1.37	67.8	0.84	名詞
お台場	お台場	1.37	67.8	0.66	名詞
smap	SMAP	1.37	67.8	0.75	名詞
スヌーピー	スヌーピー	1.37	67.8	0.87	名詞
筆	筆	1.37	67.8	0.66	名詞
蛇口	蛇口	1.37	67.8	0.55	名詞
せんとくん	せんとくん	1.37	67.8	0.87	名詞
朝青龍	朝青龍	1.37	67.8	0.91	名詞
兵士	兵士	1.37	67.8	0.6	名詞
明太子	明太子	1.37	67.8	0.87	名詞
テレビ朝日	テレビ朝日	1.37	67.8	0.8	名詞
嫁	嫁	1.37	67.8	0.6	名詞
無印良品	無印良品	1.37	67.8	0.95	名詞
ポッキー	ポッキー	1.37	67.8	0.71	名詞
坂本龍一	坂本龍一	1.37	67.8	0.91	名詞
前橋	前橋	1.37	67.8	0.75	名詞
二時	二時	1.37	67.8	0.48	名詞
イラク	イラク	1.37	67.8	0.84	名詞
ミュージアム	ミュージアム	1.37	67.8	0.66	名詞
自転車	自転車	1.37	67.8	0.55	名詞
太もも	太もも	1.37	67.8	0.66	名詞
twitterアカウント	Twitterアカウント	1.37	67.8	0.66	名詞
白米	白米	1.37	67.8	0.8	名詞
鎌倉	鎌倉	1.37	67.8	0.91	名詞
駐輪場	駐輪場	1.37	67.8	0.71	名詞
色紙	色紙	1.37	67.8	0.71	名詞
ダイヤモンド	ダイヤモンド	1.37	67.8	0.75	名詞
ドイツ語	ドイツ語	1.37	67.8	0.6	名詞
サザエ	サザエ	1.37	67.8	0.55	名詞
海苔	海苔	1.37	67.8	0.66	名詞
お茶漬け	お茶漬け	1.4	67.11	0.61	名詞
atm	ATM	1.4	67.11	0.66	名詞
クレープ	クレープ	1.4	67.11	0.61	名詞
うんこ	うんこ	1.4	67.11	0.71	名詞
ニラ	ニラ	1.4	67.11	0.66	名詞
ダイエー	ダイエー	1.4	67.11	0.66	名詞
大晦日	大晦日	1.4	67.11	0.88	名詞
つえ	つえ	1.4	67.11	0.61	名詞
鍋	鍋	1.4	67.11	0.61	名詞
しょうゆ	しょうゆ	1.4	67.11	0.88	名詞
親子丼	親子丼	1.4	67.11	0.66	名詞
横須賀線	横須賀線	1.4	67.11	0.66	名詞
新宿区	新宿区	1.4	67.11	0.88	名詞
双子	双子	1.4	67.11	0.71	名詞
アルパカ	アルパカ	1.4	67.11	0.76	名詞
墓参り	墓参り	1.4	67.11	0.66	名詞
カバン	カバン	1.4	67.11	0.66	名詞
祖母	祖母	1.4	67.11	0.88	名詞
二つ	二つ	1.4	67.11	0.84	名詞
金色	金色	1.4	67.11	0.76	名詞
米軍	米軍	1.4	67.11	0.66	名詞
肉じゃが	肉じゃが	1.4	67.11	0.88	名詞
月曜日	月曜日	1.4	67.11	0.88	名詞
湿布	湿布	1.4	67.11	0.71	名詞
蝉	蝉	1.4	67.11	0.71	名詞
黒髪	黒髪	1.4	67.11	0.76	名詞
タマゴ	タマゴ	1.4	67.11	0.88	名詞
韓国語	韓国語	1.4	67.11	0.92	名詞
牛丼	牛丼	1.4	67.11	0.66	名詞
スルメ	スルメ	1.4	67.11	0.61	名詞
砂	砂	1.4	67.11	0.66	名詞
神主	神主	1.4	67.11	0.71	名詞
ウマ	ウマ	1.4	67.11	0.71	名詞
パクチー	パクチー	1.4	67.11	0.61	名詞
首都	首都	1.4	67.11	0.71	名詞
塩	塩	1.4	67.11	0.71	名詞
昆虫	昆虫	1.4	67.11	0.61	名詞
北千住	北千住	1.4	67.11	0.88	名詞
傘	傘	1.4	67.11	0.66	名詞
薬局	薬局	1.4	67.11	0.88	名詞
男女	男女	1.4	67.11	0.8	名詞
ウォッカ	ウォッカ	1.4	67.11	0.88	名詞
金貨	金貨	1.4	67.11	0.71	名詞
sega	SEGA	1.4	67.11	0.84	名詞
ねぎ	ねぎ	1.4	67.11	0.76	名詞
朝マック	朝マック	1.4	67.11	0.61	名詞
東急ハンズ	東急ハンズ	1.4	67.11	0.92	名詞
伊豆	伊豆	1.4	67.11	0.76	名詞
手数料	手数料	1.4	67.11	0.61	名詞
文庫本	文庫本	1.4	67.11	0.8	名詞
死人	死人	1.4	67.11	0.71	名詞
豊洲	豊洲	1.4	67.11	0.71	名詞
スタバ	スタバ	1.4	67.11	0.71	名詞
時計	時計	1.4	67.11	0.61	名詞
教会	教会	1.4	67.11	0.55	名詞
矢	矢	1.4	67.11	0.61	名詞
鯛	鯛	1.4	67.11	0.84	名詞
ネズミ	ネズミ	1.4	67.11	0.8	名詞
ディスプレイ	ディスプレイ	1.4	67.11	0.66	名詞
チーズケーキ	チーズケーキ	1.4	67.11	0.92	名詞
スペイン語	スペイン語	1.4	67.11	0.71	名詞
露天風呂	露天風呂	1.4	67.11	0.8	名詞
竹林	竹林	1.4	67.11	0.66	名詞
虫歯	虫歯	1.4	67.11	0.61	名詞
マスタード	マスタード	1.4	67.11	0.66	名詞
待合室	待合室	1.4	67.11	0.76	名詞
スナフキン	スナフキン	1.4	67.11	0.76	名詞
url	URL	1.4	67.11	0.71	名詞
バンコク	バンコク	1.4	67.11	0.76	名詞
アヒル	アヒル	1.4	67.11	1.02	名詞
豚丼	豚丼	1.4	67.11	0.8	名詞
りす	りす	1.4	67.11	0.8	名詞
テント	テント	1.4	67.11	0.55	名詞
タイツ	タイツ	1.4	67.11	0.8	名詞
サッカー	サッカー	1.4	67.11	0.71	名詞
クローゼット	クローゼット	1.4	67.11	0.66	名詞
クロワッサン	クロワッサン	1.4	67.11	0.8	名詞
たんす	たんす	1.4	67.11	0.76	名詞
三脚	三脚	1.4	67.11	0.71	名詞
3人	3人	1.4	67.11	0.66	名詞
ヤフオク	ヤフオク	1.4	67.11	0.66	名詞
新幹線	新幹線	1.4	67.11	0.76	名詞
手足	手足	1.4	67.11	0.55	名詞
すきや	すきや	1.4	67.11	0.8	名詞
ストール	ストール	1.4	67.11	0.71	名詞
自販機	自販機	1.4	67.11	0.66	名詞
シカゴ	シカゴ	1.4	67.11	0.8	名詞
ヒーター	ヒーター	1.4	67.11	0.66	名詞
左利き	左利き	1.4	67.11	0.55	名詞
女子高生	女子高生	1.4	67.11	0.61	名詞
購入	購入	1.4	67.11	0.66	名詞
海老蔵	海老蔵	1.4	67.11	1.05	名詞
足首	足首	1.4	67.11	0.8	名詞
フェラーリ	フェラーリ	1.4	67.11	0.61	名詞
アメリカ人	アメリカ人	1.4	67.11	0.61	名詞
下北沢	下北沢	1.4	67.11	1.02	名詞
松	松	1.4	67.11	0.84	名詞
品川駅	品川駅	1.4	67.11	0.92	名詞
東京新聞	東京新聞	1.4	67.11	1.11	名詞
肋骨	肋骨	1.4	67.11	0.76	名詞
鳥	鳥	1.4	67.11	0.71	名詞
中華街	中華街	1.4	67.11	0.84	名詞
ミシン	ミシン	1.4	67.11	0.61	名詞
息子	息子	1.4	67.11	0.71	名詞
大阪	大阪	1.4	67.11	0.84	名詞
マクドナルド	マクドナルド	1.4	67.11	0.99	名詞
ブーツ	ブーツ	1.4	67.11	0.76	名詞
ドイツ人	ドイツ人	1.4	67.11	0.8	名詞
牡蠣	牡蠣	1.4	67.11	0.71	名詞
イラン	イラン	1.4	67.11	0.95	名詞
背筋	背筋	1.4	67.11	0.66	名詞
梅田	梅田	1.4	67.11	0.71	名詞
たばこ	たばこ	1.4	67.11	0.8	名詞
キムチ	キムチ	1.4	67.11	0.76	名詞
めがね	めがね	1.4	67.11	0.66	名詞
ナポリタン	ナポリタン	1.4	67.11	0.61	名詞
神保町	神保町	1.4	67.11	0.84	名詞
宮崎駿	宮崎駿	1.4	67.11	0.99	名詞
花火	花火	1.4	67.11	0.66	名詞
水族館	水族館	1.4	67.11	0.88	名詞
湯たんぽ	湯たんぽ	1.4	67.11	0.76	名詞
大学生	大学生	1.4	67.11	0.61	名詞
子宮	子宮	1.4	67.11	0.61	名詞
ワシントン	ワシントン	1.4	67.11	0.8	名詞
産経新聞	産経新聞	1.4	67.11	0.88	名詞
救急車	救急車	1.4	67.11	0.76	名詞
南武線	南武線	1.4	67.11	0.88	名詞
瑛太	瑛太	1.4	67.11	0.76	名詞
天丼	天丼	1.4	67.11	0.61	名詞
ソーセージ	ソーセージ	1.4	67.11	0.66	名詞
セロリ	セロリ	1.4	67.11	0.88	名詞
パスワード	パスワード	1.4	67.11	0.66	名詞
昼食	昼食	1.43	66.42	0.67	名詞
裁判所	裁判所	1.43	66.42	0.92	名詞
函館	函館	1.43	66.42	0.8	名詞
東京メトロ	東京メトロ	1.43	66.42	0.84	名詞
原宿	原宿	1.43	66.42	0.88	名詞
保育園	保育園	1.43	66.42	0.62	名詞
エビフライ	エビフライ	1.43	66.42	0.84	名詞
コーヒー豆	コーヒー豆	1.43	66.42	0.72	名詞
皇居	皇居	1.43	66.42	0.62	名詞
福井	福井	1.43	66.42	0.72	名詞
本	本	1.43	66.42	0.72	名詞
月食	月食	1.43	66.42	0.76	名詞
豊橋	豊橋	1.43	66.42	0.76	名詞
宅配	宅配	1.43	66.42	0.62	名詞
新聞	新聞	1.43	66.42	0.67	名詞
2週間	2週間	1.43	66.42	0.88	名詞
埃	埃	1.43	66.42	0.76	名詞
神奈川県	神奈川県	1.43	66.42	0.88	名詞
蟹	蟹	1.43	66.42	0.96	名詞
金曜日	金曜日	1.43	66.42	0.92	名詞
softbank	SoftBank	1.43	66.42	0.76	名詞
合格発表	合格発表	1.43	66.42	0.62	名詞
蜂蜜	蜂蜜	1.43	66.42	0.76	名詞
主催者	主催者	1.43	66.42	0.76	名詞
蛇	蛇	1.43	66.42	0.72	名詞
笑い飯	笑い飯	1.43	66.42	0.8	名詞
表紙	表紙	1.43	66.42	0.76	名詞
消費税	消費税	1.43	66.42	0.84	名詞
ドリア	ドリア	1.43	66.42	0.8	名詞
宅急便	宅急便	1.43	66.42	0.76	名詞
ガラス	ガラス	1.43	66.42	0.72	名詞
結婚記念日	結婚記念日	1.43	66.42	0.76	名詞
スニーカー	スニーカー	1.43	66.42	0.76	名詞
ロシア	ロシア	1.43	66.42	0.92	名詞
写真	写真	1.43	66.42	0.72	名詞
jr	JR	1.43	66.42	0.92	名詞
鹿	鹿	1.43	66.42	0.88	名詞
小指	小指	1.43	66.42	0.88	名詞
大地震	大地震	1.43	66.42	0.67	名詞
岩手	岩手	1.43	66.42	0.76	名詞
ウクレレ	ウクレレ	1.43	66.42	0.72	名詞
辞典	辞典	1.43	66.42	0.8	名詞
ホームレス	ホームレス	1.43	66.42	0.67	名詞
エプロン	エプロン	1.43	66.42	0.88	名詞
マシュマロ	マシュマロ	1.43	66.42	0.8	名詞
モンゴル	モンゴル	1.43	66.42	0.72	名詞
雨	雨	1.43	66.42	0.67	名詞
8	8	1.43	66.42	0.84	名詞
八戸	八戸	1.43	66.42	0.67	名詞
甘酒	甘酒	1.43	66.42	0.62	名詞
任天堂	任天堂	1.43	66.42	0.76	名詞
沖縄	沖縄	1.43	66.42	1.05	名詞
絵本	絵本	1.43	66.42	0.88	名詞
母さん	母さん	1.43	66.42	0.76	名詞
豚まん	豚まん	1.43	66.42	0.72	名詞
大井町	大井町	1.43	66.42	0.76	名詞
フランス語	フランス語	1.43	66.42	0.92	名詞
マイクロソフト	マイクロソフト	1.43	66.42	0.88	名詞
クリスマスケーキ	クリスマスケーキ	1.43	66.42	0.88	名詞
中学校	中学校	1.43	66.42	0.67	名詞
日食	日食	1.43	66.42	0.72	名詞
スリッパ	スリッパ	1.43	66.42	0.84	名詞
桃	桃	1.43	66.42	0.88	名詞
池袋駅	池袋駅	1.43	66.42	0.8	名詞
医師	医師	1.43	66.42	0.72	名詞
アンパンマン	アンパンマン	1.43	66.42	0.99	名詞
キノコ	キノコ	1.43	66.42	0.8	名詞
タモリ倶楽部	タモリ倶楽部	1.43	66.42	0.8	名詞
武蔵小杉	武蔵小杉	1.43	66.42	0.8	名詞
オペラ	オペラ	1.43	66.42	0.88	名詞
落書き	落書き	1.43	66.42	0.84	名詞
履歴書	履歴書	1.43	66.42	0.5	名詞
還暦	還暦	1.43	66.42	0.76	名詞
へそ	へそ	1.43	66.42	0.8	名詞
右手	右手	1.43	66.42	0.72	名詞
戦車	戦車	1.43	66.42	0.72	名詞
高校生	高校生	1.43	66.42	0.76	名詞
登録商標マーク	登録商標マーク	1.43	66.42	0.67	名詞
宝くじ	宝くじ	1.43	66.42	0.67	名詞
日比谷線	日比谷線	1.43	66.42	0.76	名詞
男児	男児	1.43	66.42	0.76	名詞
駅伝	駅伝	1.43	66.42	0.88	名詞
植物	植物	1.43	66.42	0.76	名詞
人形	人形	1.43	66.42	0.8	名詞
なか卯	なか卯	1.43	66.42	0.84	名詞
雀	雀	1.43	66.42	0.76	名詞
きつね	きつね	1.43	66.42	0.72	名詞
映画	映画	1.43	66.42	0.56	名詞
ワイシャツ	ワイシャツ	1.43	66.42	0.8	名詞
ダンサー	ダンサー	1.43	66.42	0.67	名詞
かばん	かばん	1.43	66.42	0.84	名詞
kddi	KDDI	1.43	66.42	0.76	名詞
愛媛	愛媛	1.43	66.42	0.96	名詞
suica	Suica	1.43	66.42	0.8	名詞
茄子	茄子	1.43	66.42	0.96	名詞
アイスクリーム	アイスクリーム	1.43	66.42	0.62	名詞
ノルウェー	ノルウェー	1.43	66.42	0.92	名詞
ミスド	ミスド	1.43	66.42	0.84	名詞
チョコ	チョコ	1.43	66.42	0.67	名詞
卵	卵	1.43	66.42	0.8	名詞
長崎	長崎	1.43	66.42	1.09	名詞
身長	身長	1.43	66.42	0.67	名詞
唐辛子	唐辛子	1.43	66.42	0.92	名詞
顎	顎	1.43	66.42	0.76	名詞
フルネーム	フルネーム	1.43	66.42	0.72	名詞
コンソメ	コンソメ	1.43	66.42	0.67	名詞
成田	成田	1.43	66.42	0.76	名詞
スパゲティ	スパゲティ	1.43	66.42	0.84	名詞
薔薇	薔薇	1.43	66.42	0.8	名詞
東大	東大	1.43	66.42	0.92	名詞
石鹸	石鹸	1.43	66.42	0.8	名詞
ガム	ガム	1.43	66.42	0.72	名詞
細川ふみえ	細川ふみえ	1.43	66.42	0.84	名詞
フォト	フォト	1.43	66.42	0.67	名詞
苗字	苗字	1.43	66.42	0.88	名詞
通勤電車	通勤電車	1.43	66.42	0.72	名詞
シャンパン	シャンパン	1.43	66.42	0.72	名詞
チキンタツタ	チキンタツタ	1.43	66.42	0.84	名詞
北朝鮮	北朝鮮	1.43	66.42	0.88	名詞
手帳	手帳	1.43	66.42	0.72	名詞
toyota	TOYOTA	1.43	66.42	0.92	名詞
冷凍	冷凍	1.43	66.42	0.72	名詞
ファミチキ	ファミチキ	1.43	66.42	0.84	名詞
茶色	茶色	1.43	66.42	0.84	名詞
髭	髭	1.43	66.42	0.67	名詞
遊園地	遊園地	1.43	66.42	0.88	名詞
太鼓	太鼓	1.43	66.42	0.72	名詞
白ワイン	白ワイン	1.43	66.42	0.62	名詞
ねずみ	ねずみ	1.43	66.42	0.76	名詞
扉	扉	1.43	66.42	0.67	名詞
主題歌	主題歌	1.43	66.42	0.76	名詞
フライパン	フライパン	1.43	66.42	0.84	名詞
ケンタッキー	ケンタッキー	1.43	66.42	0.72	名詞
microsoft	microsoft	1.43	66.42	0.67	名詞
踏切	踏切	1.43	66.42	0.88	名詞
お年玉	お年玉	1.43	66.42	0.84	名詞
国旗	国旗	1.43	66.42	0.84	名詞
docomo	docomo	1.43	66.42	0.8	名詞
たい焼き	たい焼き	1.43	66.42	0.67	名詞
ユーミン	ユーミン	1.43	66.42	0.88	名詞
マカロン	マカロン	1.43	66.42	0.88	名詞
サーモン	サーモン	1.43	66.42	0.88	名詞
成人式	成人式	1.43	66.42	0.62	名詞
ごま	ごま	1.43	66.42	0.96	名詞
にんにく	にんにく	1.43	66.42	0.67	名詞
一方通行	一方通行	1.43	66.42	0.8	名詞
マップ	マップ	1.47	65.73	0.67	名詞
会議室	会議室	1.47	65.73	0.85	名詞
starbucks	starbucks	1.47	65.73	0.92	名詞
納豆	納豆	1.47	65.73	1.06	名詞
ニンジン	ニンジン	1.47	65.73	0.85	名詞
台所	台所	1.47	65.73	0.67	名詞
まぶた	まぶた	1.47	65.73	0.88	名詞
ナウシカ	ナウシカ	1.47	65.73	0.85	名詞
麦	麦	1.47	65.73	0.67	名詞
プラチナ	プラチナ	1.47	65.73	0.81	名詞
ケーブル	ケーブル	1.47	65.73	0.81	名詞
信号	信号	1.47	65.73	0.88	名詞
お正月	お正月	1.47	65.73	0.88	名詞
北陸	北陸	1.47	65.73	0.88	名詞
デパート	デパート	1.47	65.73	0.67	名詞
シンデレラ	シンデレラ	1.47	65.73	0.67	名詞
ベルト	ベルト	1.47	65.73	0.62	名詞
スピッツ	スピッツ	1.47	65.73	0.85	名詞
餃子の王将	餃子の王将	1.47	65.73	0.96	名詞
蟻	蟻	1.47	65.73	0.88	名詞
観光客	観光客	1.47	65.73	0.62	名詞
昼ご飯	昼ご飯	1.47	65.73	0.72	名詞
留守電	留守電	1.47	65.73	0.85	名詞
ハイボール	ハイボール	1.47	65.73	0.96	名詞
本屋	本屋	1.47	65.73	0.67	名詞
ウィスキー	ウィスキー	1.47	65.73	0.99	名詞
水泳	水泳	1.47	65.73	0.62	名詞
チワワ	チワワ	1.47	65.73	0.85	名詞
電話	電話	1.47	65.73	0.72	名詞
財布	財布	1.47	65.73	0.88	名詞
excel	Excel	1.47	65.73	0.81	名詞
消防車	消防車	1.47	65.73	0.76	名詞
ラジオ体操	ラジオ体操	1.47	65.73	0.81	名詞
恵比寿	恵比寿	1.47	65.73	1.02	名詞
レコーディング	レコーディング	1.47	65.73	0.96	名詞
米国	米国	1.47	65.73	0.92	名詞
書道	書道	1.47	65.73	0.56	名詞
小学校	小学校	1.47	65.73	0.72	名詞
cafe	cafe	1.47	65.73	0.88	名詞
ストッキング	ストッキング	1.47	65.73	0.72	名詞
すし	すし	1.47	65.73	0.67	名詞
金メダル	金メダル	1.47	65.73	0.85	名詞
富士山	富士山	1.47	65.73	1.02	名詞
巫女	巫女	1.47	65.73	0.76	名詞
鶏	鶏	1.47	65.73	0.72	名詞
アニメーション	アニメーション	1.47	65.73	0.76	名詞
白髪	白髪	1.47	65.73	0.76	名詞
襟	襟	1.47	65.73	0.72	名詞
包丁	包丁	1.47	65.73	0.81	名詞
国会	国会	1.47	65.73	0.76	名詞
恵方巻き	恵方巻き	1.47	65.73	0.96	名詞
ニコ動	ニコ動	1.47	65.73	0.92	名詞
インターネット	インターネット	1.47	65.73	0.72	名詞
銀座線	銀座線	1.47	65.73	0.76	名詞
あしか	あしか	1.47	65.73	0.85	名詞
bluetooth	Bluetooth	1.47	65.73	0.92	名詞
尿道	尿道	1.47	65.73	0.76	名詞
qrコード	QRコード	1.47	65.73	0.88	名詞
鎖骨	鎖骨	1.47	65.73	0.76	名詞
授乳	授乳	1.47	65.73	0.76	名詞
選挙	選挙	1.47	65.73	0.67	名詞
パトカー	パトカー	1.47	65.73	0.96	名詞
半袖	半袖	1.47	65.73	0.62	名詞
書く	書く	1.47	65.73	0.67	動詞
クリック	クリック	1.47	65.73	0.72	名詞
鳥取	鳥取	1.47	65.73	0.99	名詞
駅弁	駅弁	1.47	65.73	1.06	名詞
クーラー	クーラー	1.47	65.73	0.62	名詞
メモ帳	メモ帳	1.47	65.73	0.81	名詞
鹿島	鹿島	1.47	65.73	0.72	名詞
プリンタ	プリンタ	1.47	65.73	0.67	名詞
蚊	蚊	1.47	65.73	0.88	名詞
ホタテ	ホタテ	1.47	65.73	0.76	名詞
黄砂	黄砂	1.47	65.73	0.88	名詞
日刊スポーツ	日刊スポーツ	1.47	65.73	1.06	名詞
電動	電動	1.47	65.73	0.76	名詞
霜	霜	1.47	65.73	0.85	名詞
楽天	楽天	1.47	65.73	0.96	名詞
パリ	パリ	1.47	65.73	0.81	名詞
炒飯	炒飯	1.47	65.73	0.76	名詞
fc東京	FC東京	1.47	65.73	1.06	名詞
押し入れ	押し入れ	1.47	65.73	0.72	名詞
レタス	レタス	1.47	65.73	0.99	名詞
au	au	1.47	65.73	0.88	名詞
水戸	水戸	1.47	65.73	0.76	名詞
口内炎	口内炎	1.47	65.73	0.85	名詞
前歯	前歯	1.47	65.73	0.85	名詞
サカナクション	サカナクション	1.47	65.73	0.88	名詞
小麦粉	小麦粉	1.47	65.73	0.88	名詞
車掌	車掌	1.47	65.73	0.76	名詞
スピードスケート	スピードスケート	1.47	65.73	0.72	名詞
イタリア語	イタリア語	1.47	65.73	0.81	名詞
科学者	科学者	1.47	65.73	0.62	名詞
レミオロメン	レミオロメン	1.47	65.73	0.88	名詞
献血	献血	1.47	65.73	0.72	名詞
wowow	WOWOW	1.47	65.73	0.92	名詞
小豆	小豆	1.47	65.73	0.81	名詞
なずな	なずな	1.47	65.73	0.88	名詞
ひつまぶし	ひつまぶし	1.47	65.73	0.76	名詞
仮面ライダーw	仮面ライダーW	1.47	65.73	0.67	名詞
誕生日	誕生日	1.47	65.73	0.67	名詞
バネ	バネ	1.47	65.73	0.81	名詞
胃	胃	1.47	65.73	0.76	名詞
注射	注射	1.47	65.73	0.67	名詞
栃木	栃木	1.47	65.73	1.12	名詞
ファミマ	ファミマ	1.47	65.73	0.76	名詞
ウコン	ウコン	1.47	65.73	0.76	名詞
上野駅	上野駅	1.47	65.73	0.85	名詞
ブラジル	ブラジル	1.47	65.73	0.88	名詞
平野綾	平野綾	1.47	65.73	0.81	名詞
寝室	寝室	1.47	65.73	0.62	名詞
ステージ	ステージ	1.47	65.73	0.72	名詞
小笠原	小笠原	1.47	65.73	0.81	名詞
店員	店員	1.47	65.73	0.67	名詞
小沢健二	小沢健二	1.47	65.73	1.02	名詞
ブラウン管	ブラウン管	1.47	65.73	0.72	名詞
チェリー	チェリー	1.47	65.73	0.81	名詞
歌舞伎	歌舞伎	1.47	65.73	0.92	名詞
郵便局	郵便局	1.47	65.73	0.85	名詞
ﾂｲｯﾀｰ	ﾂｲｯﾀｰ	1.47	65.73	0.76	名詞
ひつじ	ひつじ	1.47	65.73	0.99	名詞
京王線	京王線	1.47	65.73	0.88	名詞
回転寿司	回転寿司	1.47	65.73	0.67	名詞
ごぼう	ごぼう	1.47	65.73	0.85	名詞
お雑煮	お雑煮	1.47	65.73	0.62	名詞
赤飯	赤飯	1.47	65.73	0.85	名詞
プロ野球	プロ野球	1.47	65.73	0.62	名詞
ロケット	ロケット	1.47	65.73	0.72	名詞
ミカン	ミカン	1.47	65.73	0.88	名詞
片手	片手	1.47	65.73	0.76	名詞
高田馬場	高田馬場	1.47	65.73	0.81	名詞
イルカ	イルカ	1.47	65.73	0.92	名詞
中学生	中学生	1.47	65.73	0.92	名詞
キーボード	キーボード	1.47	65.73	0.85	名詞
新潟	新潟	1.47	65.73	0.92	名詞
兎	兎	1.47	65.73	0.96	名詞
金魚	金魚	1.47	65.73	0.85	名詞
コーヒー	コーヒー	1.47	65.73	0.72	名詞
脳みそ	脳みそ	1.47	65.73	0.62	名詞
ローソン	ローソン	1.47	65.73	0.88	名詞
インタビュー	インタビュー	1.47	65.73	0.76	名詞
日銀	日銀	1.47	65.73	0.76	名詞
灯油	灯油	1.47	65.73	0.72	名詞
入学	入学	1.47	65.73	0.62	名詞
o型	o型	1.47	65.73	0.99	名詞
スパイダーマン	スパイダーマン	1.47	65.73	0.96	名詞
坂道	坂道	1.47	65.73	0.72	名詞
イクラ	イクラ	1.47	65.73	0.76	名詞
ヨドバシ	ヨドバシ	1.47	65.73	0.96	名詞
タンス	タンス	1.47	65.73	0.88	名詞
piano	piano	1.47	65.73	0.85	名詞
旭川	旭川	1.47	65.73	0.72	名詞
東京	東京	1.47	65.73	0.99	名詞
ズボン	ズボン	1.47	65.73	0.72	名詞
有楽町線	有楽町線	1.47	65.73	0.81	名詞
埼京線	埼京線	1.47	65.73	0.99	名詞
既婚	既婚	1.47	65.73	0.72	名詞
コンセント	コンセント	1.47	65.73	0.72	名詞
床	床	1.47	65.73	0.72	名詞
後頭部	後頭部	1.47	65.73	0.72	名詞
英会話	英会話	1.47	65.73	0.76	名詞
六本木	六本木	1.47	65.73	0.92	名詞
妊娠	妊娠	1.47	65.73	0.67	名詞
ヤクルト	ヤクルト	1.47	65.73	0.67	名詞
家	家	1.47	65.73	0.72	名詞
京大	京大	1.47	65.73	1.09	名詞
コーンスープ	コーンスープ	1.47	65.73	0.99	名詞
台本	台本	1.47	65.73	0.72	名詞
ホームラン	ホームラン	1.47	65.73	0.67	名詞
フィギュアスケート	フィギュアスケート	1.47	65.73	0.67	名詞
土曜日	土曜日	1.47	65.73	0.76	名詞
お父さん	お父さん	1.47	65.73	0.72	名詞
メガネ	メガネ	1.47	65.73	0.88	名詞
glay	GLAY	1.47	65.73	0.85	名詞
駅	駅	1.47	65.73	0.81	名詞
コナミ	コナミ	1.47	65.73	0.88	名詞
ラジオ	ラジオ	1.5	65.05	0.72	名詞
パイナップル	パイナップル	1.5	65.05	0.89	名詞
